ALAND,AWATER,GEOID,INTPTLAT,INTPTLON,NAME,NAMELSAD,STATEFP,ag_2015,ag_2016,ag_2017,ag_2018,ag_2019,ag_2020,ag_2021,ag_2022,ag_2023,ag_2024,dev_2023,forest_2023,grass_2023,land_2015,land_2016,land_2017,land_2018,land_2019,land_2020,land_2021,land_2022,land_2023,land_2024
1794477075,20592144,01021,+32.8540514,-086.7266071,Chilton,Chilton County,01,331906094.7908203,330389992.97116125,329172703.131953,328158079.8855093,327630147.7750996,327203359.974909,326469178.4176215,325314883.82335126,325049674.9686469,323509424.23905843,175355826.41172522,934380596.0191686,95469381.94051778,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362,1815045055.1048362
2365869835,19144469,01023,+31.9909539,-088.2488894,Choctaw,Choctaw County,01,113339902.03824463,111194845.47293703,109965653.85634741,109202526.87051572,108418422.24447814,107562046.4954547,107005064.85059698,106048008.58973272,105432153.16950446,104933987.69053526,103632030.93264592,1378513373.4357092,145293250.6974437,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104,2385018775.3128104
3207494111,36657891,01025,+31.6855211,-087.8186244,Clarke,Clarke County,01,106948224.82303132,106073024.89736041,105629098.52278957,105134523.68342237,104006296.77634804,103309817.84312625,102699087.07060428,101284913.18282233,100677804.6815406,100537095.68825446,144685062.82158634,1855704780.4560173,202833439.47047332,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825,3244140927.7584825
1450663940,2354896,01029,+33.6719637,-085.5161261,Cleburne,Cleburne County,01,144345615.2098116,144607607.64808854,145684706.21044227,146394987.67144418,146573562.39072526,147092537.52267635,147650206.51865834,147925789.7639287,149036432.17257464,148516476.78335106,84781749.09591375,1071058655.0223918,70608697.10629164,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016,1452993120.8537016
1758565925,3907189,01031,+31.4022580,-085.9896022,Coffee,Coffee County,01,509418208.38123417,509200311.078198,508893755.0562828,508865733.1222901,508365989.81717116,507458145.8620896,506407285.9230129,504098395.7201658,502844750.46638757,503092621.4402183,173120079.76182187,697455538.5289217,81576056.26055047,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052,1762479912.3093052
1535202321,79700277,01033,+34.7031120,-087.8014569,Colbert,Colbert County,01,487376289.75169224,486787118.18577427,486106945.5294503,485580010.9970406,485671728.6833199,485459830.56988406,485619900.31133723,484353185.58091056,483580972.384374,482611179.4474073,176367370.35979378,721410335.9774897,27125080.198674463,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428,1614891750.5675428
2202007854,6632046,01035,+31.4309257,-086.9887221,Conecuh,Conecuh County,01,224224276.15602764,223174978.80656427,222516277.19590586,222149227.12986538,221813309.5970495,220690645.2960473,219992487.0373109,217895310.59874123,217584178.83972958,216956126.78963098,111969422.79160205,1201617321.7596855,161904492.2053637,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794,2208619716.8106794
1685850815,39987271,01037,+32.9314453,-086.2434818,Coosa,Coosa County,01,99044512.20682326,98584026.72238746,98441798.26730071,98524080.90380095,98447657.09057546,98013140.88382234,97962411.56805277,97726387.7416358,97939802.79007043,98179203.03243887,72069830.77318907,1248927398.7585185,114470034.6698771,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177,1725843967.7699177
2669129020,34231390,01039,+31.2439873,-086.4487206,Covington,Covington County,01,492024632.6656531,491184635.32159007,491690470.8613909,491125213.22001296,491169275.4170657,490840620.73682916,490061458.00932807,487249471.8028229,485934781.1757492,485245511.84785354,213654390.85279006,1387627546.6726372,138036203.152653,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234,2703350042.124234
1576952799,5388561,01041,+31.7328256,-086.3192219,Crenshaw,Crenshaw County,01,267209009.51716402,265808859.4462472,266192905.21518314,266223559.84548438,265752455.14678696,265275403.0826371,265002506.74558684,262802945.10107252,262222670.2623772,261438175.52441096,89482585.61175871,804759402.0898685,107434540.80587396,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087,1582327076.8821087
1903073019,52422496,01043,+34.1319229,-086.8692666,Cullman,Cullman County,01,761425276.7235109,761545719.2375073,761574698.809921,761307132.8558019,760977184.9569343,761228757.8119055,760611337.1973952,758830788.6214731,757390641.4500129,756801896.3691387,266559883.77091834,803527364.9383098,26779938.49662296,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638,1955498786.074638
1453244553,4082940,01045,+31.4306536,-085.6094760,Dale,Dale County,01,344080163.8832383,343153463.3911038,342918226.6096597,342136874.6520884,340984205.32132405,340294611.10909,339817778.454443,338209995.87561655,337196497.13080937,336712611.8776633,170252404.0857156,605690532.0715945,44030726.087814264,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178,1457344185.1183178
2534919599,39124778,01047,+32.3335397,-087.1143556,Dallas,Dallas County,01,666113773.8474917,663679732.9874562,661124314.709742,659175323.6760976,656104767.3382505,652513793.2178026,649369540.0406252,645688289.8119377,641710253.3022264,638192718.4289503,158240440.02000687,906094816.4482641,69480066.3183948,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067,2574028675.601067
2012676479,4121543,01049,+34.4609290,-085.8039920,DeKalb,DeKalb County,01,862498258.6008406,864177410.9672387,864914693.641143,864639812.5342381,864307154.1878487,864593961.254239,864904360.4205401,865136695.4218025,865683336.0702251,866625493.9322858,222918380.8416458,856089885.3685062,27844081.98413014,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395,2016798063.2071395
1601769095,99957723,01051,+32.5972290,-086.1427347,Elmore,Elmore County,01,370819321.3188263,369000851.0691964,367668377.29175806,366245254.89156973,365130921.8592544,363592007.6324377,362261901.5986637,359530431.01664925,357832695.54521894,357481733.0712738,193258002.13636258,830743319.8684072,38979658.7759421,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494,1701722085.9428494
2448115119,20504948,01053,+31.1222867,-087.1684097,Escambia,Escambia County,01,341550944.0910278,342003963.5654469,341726948.44432086,342056417.41876096,341972799.3680767,341803293.83584076,342776448.23317486,341411817.6197567,341318284.9037731,340795424.55812055,176417721.42041257,1159904937.8828776,149896282.5303345,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247,2468618485.803247
1386373604,34568854,01055,+34.0476407,-086.0342629,Etowah,Etowah County,01,371382514.27494717,373957888.846555,374610030.05580056,374492331.0674214,374161879.8959137,374345746.4916121,373926240.9132865,373597602.7567826,373524970.320252,373012335.9653452,250254834.45081952,671351895.2524493,27761545.949049525,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124,1420931268.088124
1625693290,4330881,01057,+33.7161568,-087.7642923,Fayette,Fayette County,01,174493939.74715912,173491097.35120493,172748326.06167904,172346690.13876644,172290478.59379548,172186097.38482115,171996965.02936843,170816993.95575526,170317587.54933771,169682615.66348422,110063961.19175118,984920330.1373131,79568604.67981987,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203,1630005448.5653203
1487897666,11578163,01061,+31.0923822,-085.8210224,Geneva,Geneva County,01,638023706.4950486,637729273.7685415,638811563.7846162,639524732.6145909,639334834.2841803,639058567.3534603,639051131.7047844,636470981.3732098,634043613.8778516,633253971.1214341,138000839.66779116,363166149.33135766,38319405.43835089,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124,1499444154.9398124
1675782061,33416141,01063,+32.8444965,-087.9642005,Greene,Greene County,01,336658540.2256369,333544902.29930633,331181881.22557586,329462934.39549774,327935950.1599631,325868170.4022669,324128212.186078,322301009.7009845,320103152.26012754,318520845.2664752,77113174.04611866,565480394.8826708,54538239.724584244,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468,1709192527.0854468
1667907112,32423361,01065,+32.7527958,-087.6230608,Hale,Hale County,01,467581796.8076022,467232449.68885046,466469589.625141,465478194.58950084,464489260.6875722,464271784.6794757,463519449.76388395,461497846.1719645,460325748.80294836,459683774.4746683,82713228.49072865,607116659.4526448,52495019.71869807,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428,1700316571.933428
1454926621,16986823,01067,+31.5169779,-085.2399712,Henry,Henry County,01,463808761.44269794,462197748.0139995,460788756.24257684,459596834.4104394,458097695.17099035,456381154.8537584,453805764.3021365,450440012.0394625,448545303.9951283,447594650.91342556,105219251.1236048,598157300.3908317,86917325.27395596,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137,1471908251.4390137
1501854593,4683050,01069,+31.1581831,-085.2964111,Houston,Houston County,01,670542568.7882905,670092920.4494467,669297774.5906149,668575269.3627521,666330886.5715775,664122147.8789431,662844562.252485,659849007.9298503,656573555.2335982,654955061.9556726,258167087.9129605,246697066.19066712,30330384.898163676,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622,1506537542.5962622
1566544637,1600679,01075,+33.7870852,-088.0874309,Lamar,Lamar County,01,162972675.99703658,161727141.14081532,161153465.17633036,160520655.52394065,159947826.1976539,159549367.15853035,159098348.45621365,158044713.20006347,157127454.5966651,156215839.8806976,103216833.46398352,856516733.1941739,66381655.51795582,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133,1568139236.8978133
1730146083,133608930,01077,+34.9041221,-087.6509966,Lauderdale,Lauderdale County,01,795951761.0417928,795537914.9108479,794885448.2908081,794291440.7847943,794348480.1621604,793852129.4519807,793405110.6456416,791884469.2565593,791176581.1352593,791599589.9301229,227566966.63270724,590385437.9173151,19997239.4977788,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059,1863743511.7752059
1788864247,68682382,01079,+34.5297760,-087.3218651,Lawrence,Lawrence County,01,804005873.4074583,804079107.9598053,804034353.6961857,804089830.1846242,804379991.0412271,804710753.6527776,804916555.7934636,803870850.8075268,802061124.1120616,800997967.0365806,143413062.7044716,636644300.0454832,11547039.554639151,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374,1857525763.0214374
1573548952,21492291,01081,+32.6040644,-085.3530477,Lee,Lee County,01,213870096.5668806,213248637.68125072,212535488.81053925,211352222.16392037,209571916.5590672,208390419.9968449,207323107.5314008,205603967.1466141,205264835.0391836,204702060.48658013,286970620.70573515,835308823.1403121,70495141.38699138,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805,1595017131.791805
1450277885,122329729,01083,+34.8102387,-086.9813995,Limestone,Limestone County,01,843607920.9278346,842123364.6537782,840784244.909114,839624522.6712716,837137988.297944,834609146.7807182,831827629.6118683,828580343.3618131,825061099.4130021,822576302.2385149,220883043.84812155,285704066.79714924,5029360.257373526,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588,1572606100.6639588
1854201378,23721835,01085,+32.1478880,-086.6505859,Lowndes,Lowndes County,01,597388501.9342473,595405535.8427992,594401195.9033008,593064989.9657778,592956167.8098212,591033332.0182889,590050700.5643702,587422356.45096,586859051.7683486,586567301.5671523,79930082.84538192,783712017.2908368,64080098.52222159,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811,1877921016.541811
1576855717,11345392,01087,+32.3870267,-085.6928870,Macon,Macon County,01,278621696.6224898,277750013.1798679,276315272.2295783,275465004.25418246,274011942.32141733,273051552.26791847,272011414.63894325,269981200.0999183,268933521.61382765,267870368.21202365,92277261.16112827,767981320.012911,65447373.778731525,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723,1588204488.2709723
2530140238,14966620,01091,+32.2475911,-087.7910910,Marengo,Marengo County,01,527483417.0958883,525389318.20030564,524296554.81070006,522155857.6614823,520578171.6580939,518708538.9616435,517424977.30268985,515629896.0783246,513017797.9618085,511910982.50926584,121532015.46279177,1076872847.5435772,101805854.02910085,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626,2545063443.874626
1465531860,148495464,01095,+34.3095637,-086.3216681,Marshall,Marshall County,01,589163221.9425358,588783228.4029096,587661084.3351107,586910797.5749973,586686095.1873187,586610952.9573998,586620818.275354,586384996.077826,585528565.7356107,585295314.7305585,221777500.7264883,616754907.5044123,12750319.14027698,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024,1614034665.6986024
3184053031,1074031983,01097,+30.6845725,-088.1965682,Mobile,Mobile County,01,366947962.737804,365759310.7030757,365190018.8661104,363761174.53298885,362445297.3452334,360731388.4275088,359614326.0077828,357486614.5721631,354932047.0087153,353587802.90053976,688818686.0653019,1064598472.5827464,129740006.87247436,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278,4256418954.62278
1500612908,50921199,01103,+34.4544844,-086.8464021,Morgan,Morgan County,01,595039450.0760597,593960549.3867624,593283841.2441831,592627203.2148068,592078349.8576688,591444030.0107534,590232640.146838,588748573.8315246,587202848.4326589,586100384.7853179,263335053.02387956,521967253.6083388,16005190.94104028,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733,1551518940.1969733
1863900621,10937769,01105,+32.6390053,-087.2938269,Perry,Perry County,01,454811717.0139874,452711822.39531964,451132292.2157935,449144075.0115891,447594165.4555382,446871010.9931882,445029480.1185618,442839644.8217229,441504755.2063486,438832574.0600806,80744524.12430274,876578227.6286255,74544820.89510907,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013,1874867905.2894013
2282893837,22521210,01107,+33.2967933,-088.0968631,Pickens,Pickens County,01,325164025.5608994,321996194.9449671,320485272.0111627,318930874.8238159,317576675.5689642,316179195.7969233,315241932.5672956,313636521.4091743,313523242.55504525,312915020.6628022,131916774.22095205,1126746141.3817468,86989483.73633961,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537,2305390780.1926537
1740647518,2336975,01109,+31.7986508,-085.9416035,Pike,Pike County,01,420620502.5860656,419194124.6817142,418810364.8521589,418046052.26361823,417388979.8144005,416830176.72260743,416288365.30556625,413537426.8902098,412685634.6590236,413022284.9704957,132285445.57935646,770481202.1801631,87162841.65003613,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972,1742983935.6925972
1503615935,9285419,01111,+33.2964753,-085.4640679,Randolph,Randolph County,01,273291913.834055,273412420.8294041,274827214.10525453,275142514.01087,275173020.7338252,276355124.63867736,276857791.7114834,277024892.69205725,279180731.68670315,278385653.15937954,125376001.528479,888564640.3140998,73689756.48077893,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155,1512901527.4535155
1660577613,15641643,01113,+32.2898113,-085.1869798,Russell,Russell County,01,238129670.41128317,237453716.5623378,237271226.19261095,236427708.26966795,235443526.09195653,234654586.8323319,233848903.44605452,232771884.9015108,231815395.5551801,231323235.0217867,150280705.39757487,879534393.5244571,97493198.16744672,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716,1676196073.6798716
1635844944,56400695,01115,+33.7129627,-086.3156631,St. Clair,St. Clair County,01,291969871.07958674,291583217.5357446,291735665.46992934,291732740.4755723,291577367.17650604,291340194.82698137,291212017.86851346,291299646.89692163,291049859.61985487,290985244.0835107,215965070.15444407,968683588.8711445,51368828.78689946,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177,1692257573.2681177
2034112797,62537787,01117,+33.2630428,-086.6780894,Shelby,Shelby County,01,259568320.91002676,258701349.34288064,258005310.3857673,257405509.53029856,256997045.32882893,256867904.29116908,256555707.52952066,255683871.25869426,255011141.48167655,254474295.991244,404755871.318064,1157491588.7973576,65710249.03794951,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413,2096640527.0188413
2340898915,24634883,01119,+32.5974811,-088.2000571,Sumter,Sumter County,01,529784125.9456941,528488073.85051656,525957563.5343246,524041636.59937537,521958887.73217684,520481080.68498737,518676527.9841979,516966691.27213514,514106345.7430147,513160419.8066858,101205555.53245422,938074190.366751,87557325.96135302,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786,2365531150.7310786
1908256939,60926366,01121,+33.3693135,-086.1759302,Talladega,Talladega County,01,417801808.2237946,416611560.42521274,416231798.9955578,416041735.9863839,415195214.16732085,413816513.46596754,413197925.80773544,412724791.1181437,412663424.42739165,413210122.3634773,237832486.0171788,1080917705.3979876,65665848.671491556,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194,1969175451.3419194
1855782851,128806123,01123,+32.8633076,-085.7996176,Tallapoosa,Tallapoosa County,01,152585495.66482866,152052178.0453575,151598249.43340108,151378263.29592717,151069038.1977089,151241454.00026593,151326838.97810942,151170508.83316165,151764139.61335734,152073067.12863934,156420439.21708623,1290985746.4506445,101231455.54948968,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287,1984595447.8203287
3421009204,78715350,01125,+33.2902197,-087.5227834,Tuscaloosa,Tuscaloosa County,01,314008792.14818084,311242603.4142879,309350618.0945525,307864290.6395478,306230705.26723987,304191838.5603728,302392290.15507257,299693138.8858058,297833654.7196717,296220714.3264742,483789312.9123354,1934604087.0271924,112221100.90078557,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355,3499724382.066355
2048686080,36754696,01127,+33.7915581,-087.3010936,Walker,Walker County,01,287422202.7026676,286596687.7684972,286016665.74845046,285318777.6371398,285418838.238782,285224536.346122,284775550.71335286,283559703.7106695,282726950.5825198,282329134.16896164,245483455.106238,1267316274.8072422,82222088.04536659,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901,2085453243.746901
2301075082,49057525,01131,+31.9900824,-087.3049349,Wilcox,Wilcox County,01,254361484.15557602,251977429.60416764,249804853.05681178,247693774.02591842,246752350.89658874,245590291.6352343,244105064.32871574,242560868.74552408,241599061.23801675,240281420.0157162,90623181.06781316,1205988259.7265458,116290526.72634852,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195,2350147870.0351195
1587608920,48922726,01133,+34.1546073,-087.3652900,Winston,Winston County,01,212642933.0456828,212213348.04122245,212062521.80571717,211749165.2287607,211807630.46893835,211822653.99620908,211892107.06462613,211547742.89184064,211141689.54294884,211035506.13068438,130926788.00909664,1119721261.8495886,51355909.39439553,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284,1636534071.9437284
29001320728,54152352,04001,+35.3850840,-109.4901722,Apache,Apache County,04,24156747.740655158,23649232.460941087,23596016.251263548,22795064.75074798,22705270.461124193,21626131.90349384,21193149.70201679,20872350.400381047,20682324.636349667,21270379.85099523,321604523.84686184,6889570560.383943,427586614.57965,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467,29055605147.970467
